"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyIncomeFact","pred_Monthly_income.log","pred_monthlyincome"
"179",3.49650756146648,"No","Travel_Frequently",6.87523208727658,"Sales",2.19722457733622,"Bachelor","Marketing","Medium","Female",3.78418963391826,"High","3","Sales Executive","Very High","Single",9.10486873903395,9.65438496205182,0.693147180559945,"No",2.70805020110221,"Excellent","Very High",2.30258509299405,1.09861228866811,"Better",2.30258509299405,2.19722457733622,1.38629436111989,2.07944154167984,"High",9.01859544589856,8254.17409602428
"184",3.68887945411394,"No","Travel_Rarely",6.99393297522319,"Research & Development",1.94591014905531,"Bachelor","Life Sciences","Medium","Female",3.49650756146648,"High","3","Manufacturing Director","Medium","Single",9.03324513415381,9.12161844191538,1.6094379124341,"No",2.94443897916644,"Excellent","Very High",2.30258509299405,1.38629436111989,"Better",1.09861228866811,0,1.09861228866811,1.09861228866811,"High",9.06170342157327,8617.81964005419
"187",3.25809653802148,"No","Travel_Frequently",6.65027904858742,"Research & Development",1.09861228866811,"Below College","Life Sciences","Very High","Male",4.35670882668959,"Very High","2","Manufacturing Director","High","Divorced",8.5577591531629,8.51197962436335,0.693147180559945,"No",2.89037175789616,"Excellent","High",2.07944154167984,1.94591014905531,"Better",2.07944154167984,2.07944154167984,0,2.07944154167984,"Average",8.73337619867319,6205.64765263603
"198",3.91202300542815,"No","Travel_Rarely",5.16478597392351,"Sales",2.19722457733622,"Master","Technical Degree","Very High","Male",4.04305126783455,"Medium","4","Sales Executive","Medium","Married",9.48196927910572,9.38261159291664,1.94591014905531,"No",2.89037175789616,"Excellent","Medium",3.13549421592915,1.38629436111989,"Better",2.30258509299405,2.19722457733622,1.09861228866811,1.38629436111989,"Very High",9.46745327707018,12930.9112638283
"206",3.80666248977032,"No","Travel_Rarely",6.49526555593701,"Research & Development",2.30258509299405,"College","Life Sciences","Medium","Male",4.12713438504509,"High","1","Research Scientist","Low","Married",7.84776253747361,8.92385758009988,0.693147180559945,"Yes",2.63905732961526,"Excellent","Very High",2.19722457733622,0,"Better",2.19722457733622,2.07944154167984,2.07944154167984,0.693147180559945,"Low",7.9954544106205,2966.43852631233
"207",3.78418963391826,"Yes","Travel_Rarely",7.22475340576797,"Sales",2.30258509299405,"Bachelor","Marketing","Low","Female",4.45434729625351,"Low","2","Sales Executive","High","Single",8.58429093494873,9.15799389160397,2.19722457733622,"No",2.63905732961526,"Excellent","Medium",2.07944154167984,1.09861228866811,"Good",1.6094379124341,1.38629436111989,0.693147180559945,1.38629436111989,"Average",8.58300998693823,5339.15515586853
"221",3.55534806148941,"No","Travel_Rarely",5.72031177660741,"Sales",1.09861228866811,"Bachelor","Other","Very High","Male",4.11087386417331,"High","2","Sales Executive","Very High","Single",8.74432876399998,9.83558337392225,0.693147180559945,"No",3.13549421592915,"Outstanding","High",1.94591014905531,1.79175946922805,"Better",1.94591014905531,1.79175946922805,0.693147180559945,1.6094379124341,"High",8.54834859359437,5157.22905718143
"223",3.52636052461616,"No","Non-Travel",6.27476202124194,"Sales",2.83321334405622,"Bachelor","Life Sciences","High","Female",3.61091791264422,"High","2","Sales Executive","Very High","Divorced",8.58839695042257,9.68849816547779,0.693147180559945,"Yes",3.25809653802148,"Outstanding","High",2.07944154167984,1.09861228866811,"Better",1.94591014905531,1.79175946922805,0.693147180559945,1.09861228866811,"Average",8.45217008166616,4684.22904116373
"225",3.66356164612965,"No","Travel_Rarely",7.09589322109753,"Research & Development",2.30258509299405,"College","Life Sciences","Medium","Male",4.27666611901606,"High","1","Research Scientist","Very High","Divorced",8.47052078321781,9.56759514777992,1.09861228866811,"No",2.99573227355399,"Excellent","Very High",2.39789527279837,0,"Best",1.79175946922805,1.09861228866811,0,1.38629436111989,"Average",8.02621386355824,3059.13362886982
"227",3.58351893845611,"No","Travel_Rarely",6.14203740558736,"Research & Development",1.6094379124341,"College","Other","High","Male",4.33073334028633,"High","1","Laboratory Technician","Very High","Divorced",7.57660976697304,9.2975267336551,0.693147180559945,"No",2.56494935746154,"Excellent","High",0.693147180559945,1.38629436111989,"Better",0.693147180559945,0,0,0,"Low",7.71584494312527,2242.61782657463
"228",3.13549421592915,"No","Travel_Rarely",7.03614849375054,"Research & Development",1.79175946922805,"Bachelor","Life Sciences","Very High","Male",4.11087386417331,"Very High","1","Research Scientist","Medium","Divorced",7.75319426988434,9.42488707606487,0.693147180559945,"Yes",2.83321334405622,"Excellent","Low",1.6094379124341,1.09861228866811,"Good",1.6094379124341,1.09861228866811,1.09861228866811,1.09861228866811,"Low",7.9404840077828,2807.71962151988
"229",3.2188758248682,"No","Travel_Rarely",7.21081845347222,"Sales",1.38629436111989,"College","Other","Low","Female",3.52636052461616,"High","2","Sales Executive","High","Married",8.51719319141624,9.77109836449038,0,"No",3.09104245335832,"Outstanding","Low",1.6094379124341,1.09861228866811,"Good",1.38629436111989,1.09861228866811,0,1.09861228866811,"Average",8.50906696804219,4958.53352561986
"232",3.58351893845611,"No","Travel_Rarely",6.79234442747081,"Sales",1.09861228866811,"Bachelor","Marketing","Very High","Female",4.58496747867057,"High","1","Sales Representative","Very High","Married",7.60837447438078,9.17864328523293,0.693147180559945,"No",2.63905732961526,"Excellent","Low",1.09861228866811,1.38629436111989,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Low",7.76767563377334,2361.97248677392
"233",3.87120101090789,"Yes","Travel_Frequently",6.99759598298193,"Sales",2.30258509299405,"Bachelor","Life Sciences","High","Male",4.4188406077966,"Low","4","Sales Executive","High","Married",9.4678467019179,10.0926605842792,2.07944154167984,"No",2.484906649788,"Excellent","High",3.25809653802148,1.38629436111989,"Bad",3.17805383034795,1.79175946922805,2.70805020110221,2.39789527279837,"Very High",9.460680520245,12843.6225000019
"235",3.78418963391826,"No","Travel_Frequently",5.97888576490112,"Sales",3.29583686600433,"College","Life Sciences","High","Male",4.53259949315326,"High","4","Manager","Very High","Married",9.73861290934589,9.8779133014167,0.693147180559945,"Yes",2.56494935746154,"Excellent","Very High",3.25809653802148,1.38629436111989,"Best",3.25809653802148,2.56494935746154,1.6094379124341,2.56494935746154,"Very High",9.74267199482516,17027.9819969262
"236",3.63758615972639,"Yes","Travel_Rarely",6.4393503711001,"Sales",0.693147180559945,"Master","Life Sciences","Low","Male",3.85014760171006,"Medium","3","Sales Executive","High","Married",9.26955223160803,9.61065892593147,1.79175946922805,"No",2.484906649788,"Excellent","High",2.89037175789616,1.09861228866811,"Bad",2.70805020110221,0.693147180559945,2.484906649788,2.07944154167984,"Very High",9.20639832161194,9959.65709316592
"239",3.25809653802148,"No","Travel_Rarely",5.73657229747919,"Human Resources",1.09861228866811,"Bachelor","Human Resources","High","Female",4.4188406077966,"High","1","Human Resources","Medium","Married",7.69074316354187,9.88613791420102,1.6094379124341,"No",2.70805020110221,"Excellent","High",1.94591014905531,1.38629436111989,"Better",1.09861228866811,0,0.693147180559945,1.09861228866811,"Low",7.90177304126276,2701.06896333062
"243",3.40119738166216,"No","Travel_Rarely",7.19218205871325,"Research & Development",1.09861228866811,"Bachelor","Life Sciences","High","Male",4.34380542185368,"High","1","Research Scientist","Medium","Married",7.90248743716286,8.50855599802057,0,"No",3.17805383034795,"Outstanding","Very High",1.94591014905531,1.38629436111989,"Better",1.79175946922805,1.6094379124341,0,1.6094379124341,"Low",7.91566513165916,2738.86829760445
"245",3.40119738166216,"No","Travel_Rarely",6.57786135772105,"Research & Development",2.19722457733622,"Below College","Medical","Medium","Male",4.38202663467388,"Medium","2","Manufacturing Director","Very High","Married",8.52852870107998,9.78075478715383,0.693147180559945,"Yes",2.77258872223978,"Excellent","High",2.39789527279837,1.09861228866811,"Good",2.39789527279837,2.07944154167984,0.693147180559945,1.09861228866811,"Average",8.723106850672,6142.23558554538
"247",3.46573590279973,"No","Travel_Rarely",7.11720550316434,"Research & Development",2.07944154167984,"Master","Medical","High","Female",3.68887945411394,"High","3","Manufacturing Director","Very High","Single",8.87402812255634,10.1547908696442,0.693147180559945,"Yes",2.70805020110221,"Excellent","High",2.484906649788,1.09861228866811,"Good",2.484906649788,2.30258509299405,1.6094379124341,2.39789527279837,"High",9.14107076751895,9329.75084962305
"248",3.49650756146648,"No","Travel_Rarely",5.45958551414416,"Sales",0.693147180559945,"Master","Medical","Medium","Male",4.23410650459726,"Medium","1","Sales Representative","Medium","Married",7.72753511047545,9.79951496215315,0,"No",2.70805020110221,"Excellent","Medium",1.38629436111989,1.09861228866811,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Low",7.90854114958436,2719.4188858519
"260",3.25809653802148,"No","Travel_Rarely",6.88550967003482,"Research & Development",1.09861228866811,"Below College","Other","Very High","Male",4.06044301054642,"High","1","Laboratory Technician","High","Divorced",8.28853445941392,8.89549263145163,1.94591014905531,"Yes",2.99573227355399,"Excellent","High",2.07944154167984,1.09861228866811,"Good",1.09861228866811,1.09861228866811,0,1.09861228866811,"Average",7.9340034266395,2789.57633910911
"261",3.46573590279973,"Yes","Travel_Frequently",6.55677835615804,"Sales",1.09861228866811,"Bachelor","Life Sciences","High","Female",4.51085950651685,"Medium","1","Sales Representative","Very High","Single",7.93236215433975,9.38286408629003,2.07944154167984,"No",2.70805020110221,"Excellent","High",1.38629436111989,1.38629436111989,"Best",0.693147180559945,0,0,0,"Low",7.82721121920758,2506.92555728139
"264",3.40119738166216,"No","Travel_Frequently",7.24779258176785,"Sales",3.04452243772342,"Bachelor","Technical Degree","High","Female",4.44265125649032,"High","1","Sales Representative","Very High","Married",7.67693714581808,9.80939662913653,0.693147180559945,"No",2.77258872223978,"Excellent","Medium",1.38629436111989,1.79175946922805,"Better",1.38629436111989,0.693147180559945,0,1.09861228866811,"Low",7.81083611409051,2466.1924274877
"266",3.58351893845611,"No","Travel_Rarely",6.69703424766648,"Research & Development",2.83321334405622,"Bachelor","Medical","Low","Male",4.44265125649032,"Very High","1","Laboratory Technician","Medium","Married",7.7944112057266,9.70990280346346,0,"No",2.63905732961526,"Excellent","High",1.94591014905531,1.79175946922805,"Better",1.79175946922805,1.6094379124341,0,1.38629436111989,"Low",7.94299993830686,2814.79506187513
"267",3.55534806148941,"No","Travel_Frequently",6.72142570079064,"Research & Development",2.77258872223978,"Bachelor","Medical","Medium","Male",4.27666611901606,"High","4","Research Director","Low","Divorced",9.74143910058173,9.38681151509196,2.07944154167984,"No",2.70805020110221,"Excellent","Very High",2.83321334405622,1.38629436111989,"Good",2.70805020110221,2.19722457733622,1.94591014905531,2.30258509299405,"Very High",9.68393114436587,16056.497354269
"268",3.49650756146648,"Yes","Travel_Rarely",7.13886699994552,"Research & Development",1.09861228866811,"Master","Life Sciences","Very High","Male",4.56434819146784,"High","1","Laboratory Technician","Medium","Single",7.23993259132047,10.1207337485843,0.693147180559945,"No",2.56494935746154,"Excellent","Low",0.693147180559945,1.09861228866811,"Better",0.693147180559945,0,0,0,"Low",7.72599846049442,2265.51448323855
"276",4.04305126783455,"No","Travel_Rarely",6.57786135772105,"Research & Development",1.6094379124341,"Master","Technical Degree","Very High","Female",4.53259949315326,"High","5","Manager","Low","Divorced",9.90068362520339,9.82962570393767,1.6094379124341,"No",2.63905732961526,"Excellent","Very High",3.36729582998647,1.09861228866811,"Better",1.79175946922805,1.09861228866811,1.6094379124341,1.09861228866811,"Very High",9.85311317951089,19016.4675302981
"278",3.78418963391826,"No","Travel_Frequently",5.2257466737132,"Research & Development",2.39789527279837,"Master","Life Sciences","High","Female",3.52636052461616,"High","1","Laboratory Technician","Very High","Single",7.80628928926703,9.27575351052442,0,"No",2.99573227355399,"Excellent","Low",2.30258509299405,1.79175946922805,"Better",2.19722457733622,2.07944154167984,0.693147180559945,2.07944154167984,"Low",7.94278888470215,2814.20084088566
"279",3.25809653802148,"Yes","Travel_Rarely",5.48479693349065,"Sales",1.79175946922805,"Bachelor","Marketing","High","Male",3.85014760171006,"Medium","2","Sales Executive","High","Single",8.65608519028286,10.2021095650262,0.693147180559945,"Yes",2.484906649788,"Excellent","Very High",1.94591014905531,0.693147180559945,"Better",1.94591014905531,1.6094379124341,0,1.38629436111989,"Average",8.56472369871144,5242.39096484248
"286",3.52636052461616,"No","Travel_Rarely",6.38012253689976,"Research & Development",3.36729582998647,"Master","Life Sciences","Medium","Male",4.38202663467388,"High","2","Laboratory Technician","High","Married",8.55795118388841,10.0410732154887,0.693147180559945,"Yes",2.56494935746154,"Excellent","Medium",2.77258872223978,1.38629436111989,"Better",2.77258872223978,2.70805020110221,1.79175946922805,2.07944154167984,"Average",8.49412327223812,4884.97078386161
"287",3.13549421592915,"Yes","Travel_Rarely",5.97126183979046,"Research & Development",2.07944154167984,"Below College","Life Sciences","Very High","Male",4.33073334028633,"High","1","Research Scientist","Medium","Single",7.81318726752142,10.1694223581052,0.693147180559945,"Yes",3.17805383034795,"Outstanding","Low",0.693147180559945,1.09861228866811,"Better",0.693147180559945,0,0,0,"Low",7.77056736695983,2368.81546199346
"288",3.55534806148941,"No","Travel_Rarely",7.20563517641036,"Research & Development",2.99573227355399,"College","Medical","Medium","Male",4.54329478227,"High","1","Laboratory Technician","Very High","Divorced",7.88683299895506,9.07783702216309,0,"No",2.484906649788,"Excellent","High",1.38629436111989,1.09861228866811,"Better",1.09861228866811,1.09861228866811,0.693147180559945,1.09861228866811,"Low",7.82209278379906,2494.12169812347
"289",3.61091791264422,"No","Travel_Frequently",7.29165620917446,"Sales",2.484906649788,"College","Technical Degree","Medium","Female",4.53259949315326,"High","3","Sales Executive","Very High","Married",9.1838937219612,10.0412039259,0,"No",2.70805020110221,"Excellent","High",2.39789527279837,1.94591014905531,"Better",2.30258509299405,2.07944154167984,1.09861228866811,2.19722457733622,"High",9.07447188931582,8728.57433978691
"295",3.71357206670431,"No","Travel_Rarely",6.80128303447162,"Human Resources",1.94591014905531,"College","Medical","High","Male",3.66356164612965,"High","4","Manager","Very High","Single",9.70735100670844,9.76319046699741,0.693147180559945,"Yes",3.09104245335832,"Outstanding","Very High",3.09104245335832,1.09861228866811,"Better",3.09104245335832,2.07944154167984,2.07944154167984,2.07944154167984,"Very High",9.71800176244786,16613.0127935963
"302",3.58351893845611,"No","Travel_Frequently",6.74993119378857,"Sales",2.94443897916644,"Doctor","Life Sciences","Medium","Male",4.27666611901606,"High","3","Sales Executive","Low","Married",9.11272754310918,9.30855541947314,0.693147180559945,"No",3.13549421592915,"Outstanding","Very High",2.30258509299405,1.38629436111989,"Good",2.30258509299405,2.19722457733622,0.693147180559945,2.19722457733622,"High",9.00832192277861,8169.79853335533
"304",3.58351893845611,"No","Travel_Rarely",7.24136628332232,"Research & Development",2.30258509299405,"Master","Medical","Medium","Male",3.89182029811063,"High","2","Research Scientist","High","Single",8.53679972105516,9.83622532547696,0.693147180559945,"No",2.99573227355399,"Excellent","Medium",2.39789527279837,1.79175946922805,"Better",2.39789527279837,2.07944154167984,0,2.19722457733622,"Average",8.48574867064972,4844.22358410265
"306",3.2188758248682,"No","Non-Travel",7.14677217945264,"Research & Development",1.6094379124341,"Below College","Life Sciences","Low","Male",3.85014760171006,"Medium","1","Laboratory Technician","Very High","Married",8.05927622330565,9.28535507578163,0,"No",2.89037175789616,"Excellent","Very High",1.94591014905531,1.09861228866811,"Good",1.79175946922805,1.09861228866811,1.38629436111989,1.6094379124341,"Average",7.84223683702673,2544.89321767664
"312",3.71357206670431,"No","Travel_Rarely",5.71373280550937,"Research & Development",1.94591014905531,"Bachelor","Life Sciences","Medium","Female",4.33073334028633,"High","4","Manufacturing Director","High","Single",9.49084676067887,9.92157302008251,2.07944154167984,"No",2.77258872223978,"Excellent","High",3.13549421592915,1.38629436111989,"Better",3.04452243772342,1.94591014905531,1.79175946922805,2.63905732961526,"Very High",9.41285621725103,12243.7948718222
"313",3.46573590279973,"Yes","Travel_Frequently",6.33150184989369,"Research & Development",1.38629436111989,"Bachelor","Life Sciences","Very High","Female",3.52636052461616,"High","1","Research Scientist","High","Single",8.3150770072941,8.33254893925264,0.693147180559945,"No",2.56494935746154,"Excellent","Low",2.07944154167984,1.09861228866811,"Bad",2.07944154167984,1.09861228866811,2.07944154167984,2.07944154167984,"Average",7.90622383313312,2713.12211303884
"316",3.87120101090789,"No","Travel_Rarely",6.8627579130514,"Sales",1.6094379124341,"College","Life Sciences","Very High","Female",4.43081679884331,"High","2","Sales Executive","Very High","Single",8.33423142973486,9.05625635659347,0.693147180559945,"Yes",2.89037175789616,"Excellent","High",2.30258509299405,0,"Better",2.30258509299405,0,0,2.07944154167984,"Average",8.61531480871598,5514.48466310659
"326",3.3322045101752,"No","Travel_Rarely",6.4281052726846,"Research & Development",1.6094379124341,"Bachelor","Life Sciences","Medium","Female",4.34380542185368,"High","1","Research Scientist","High","Single",7.74889133725553,9.78745922647601,0.693147180559945,"No",2.99573227355399,"Excellent","High",0.693147180559945,1.09861228866811,"Better",0.693147180559945,0.693147180559945,0,0,"Low",7.6946645095654,2195.59674949823
"329",3.66356164612965,"No","Travel_Frequently",7.24064969425547,"Research & Development",2.19722457733622,"Bachelor","Medical","Very High","Female",4.07753744390572,"Medium","2","Research Scientist","Medium","Divorced",7.6657534318617,9.8045508046761,0.693147180559945,"Yes",2.83321334405622,"Excellent","High",3.04452243772342,1.38629436111989,"Better",3.04452243772342,2.484906649788,0,2.07944154167984,"Low",8.51991094767527,5012.60726353246
"330",3.76120011569356,"No","Travel_Rarely",7.04577657687951,"Human Resources",2.39789527279837,"Bachelor","Human Resources","High","Female",3.46573590279973,"High","4","Manager","Low","Married",9.72913416539135,9.71818154670121,0,"No",2.70805020110221,"Excellent","High",3.09104245335832,1.79175946922805,"Better",3.04452243772342,2.07944154167984,0,2.30258509299405,"Very High",9.64776170722008,15486.0846506851
"335",4.0943445622221,"No","Non-Travel",7.2591161280971,"Human Resources",1.09861228866811,"Master","Human Resources","High","Female",3.49650756146648,"Medium","5","Manager","Very High","Married",9.84400290570124,9.99529159301117,2.30258509299405,"No",3.09104245335832,"Outstanding","Very High",3.43398720448515,1.38629436111989,"Better",1.38629436111989,1.09861228866811,1.09861228866811,1.09861228866811,"Very High",9.79203738293198,17889.719307479
"337",3.58351893845611,"No","Travel_Frequently",7.07580886397839,"Sales",2.484906649788,"College","Marketing","Very High","Male",4.00733318523247,"High","2","Sales Executive","Very High","Divorced",8.51097389160232,9.8255800636596,0.693147180559945,"No",2.484906649788,"Excellent","Very High",1.79175946922805,1.38629436111989,"Better",1.79175946922805,1.09861228866811,0,1.09861228866811,"Average",8.56505051219908,5244.10485577682
"338",3.55534806148941,"No","Travel_Frequently",6.4281052726846,"Research & Development",1.38629436111989,"Below College","Life Sciences","Low","Male",3.8286413964891,"High","2","Healthcare Representative","Very High","Single",8.95635094049087,10.0108610408045,0,"No",2.89037175789616,"Excellent","High",2.07944154167984,0.693147180559945,"Good",1.94591014905531,1.09861228866811,0,1.6094379124341,"High",8.60997331320476,5485.10226935899
"339",3.93182563272433,"Yes","Travel_Frequently",6.86693328446188,"Sales",0.693147180559945,"Master","Other","Very High","Male",4.40671924726425,"High","2","Sales Executive","High","Single",8.46146904264388,9.75568335776773,1.38629436111989,"Yes",2.70805020110221,"Excellent","Very High",1.79175946922805,1.6094379124341,"Better",0,0,0,0,"Average",8.57520402956822,5297.63240562354
"340",3.3322045101752,"No","Travel_Rarely",7.12367278520461,"Research & Development",1.09861228866811,"Master","Life Sciences","Very High","Female",3.52636052461616,"High","1","Laboratory Technician","Low","Divorced",7.75876054415766,9.88918576782527,0.693147180559945,"No",2.63905732961526,"Excellent","Very High",0.693147180559945,1.94591014905531,"Better",0.693147180559945,0,0,0,"Low",7.69702539620042,2200.78879190681
"341",3.61091791264422,"No","Travel_Rarely",6.74875954749168,"Research & Development",1.79175946922805,"Master","Life Sciences","Medium","Female",4.4188406077966,"Medium","1","Research Scientist","Low","Married",8.13739583005665,9.47830431356186,2.30258509299405,"Yes",2.70805020110221,"Excellent","Very High",1.94591014905531,1.38629436111989,"Best",0.693147180559945,0.693147180559945,0,0,"Average",7.95448768078517,2847.32870167249
"342",3.36729582998647,"No","Travel_Frequently",5.26785815906333,"Research & Development",1.09861228866811,"Bachelor","Life Sciences","Very High","Male",3.97029191355212,"Medium","1","Laboratory Technician","Very High","Married",8.26049285657318,9.56261565157023,0.693147180559945,"Yes",2.56494935746154,"Excellent","Medium",1.09861228866811,1.09861228866811,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Average",7.75216770210546,2325.61035042147
"346",3.68887945411394,"No","Travel_Rarely",4.78749174278205,"Sales",2.77258872223978,"Master","Marketing","Medium","Male",4.35670882668959,"High","4","Sales Executive","Low","Single",9.49867223326946,10.1305832836888,0,"No",2.56494935746154,"Excellent","Low",3.09104245335832,1.38629436111989,"Better",3.04452243772342,2.19722457733622,2.484906649788,2.39789527279837,"Very High",9.44426446208058,12634.4857272696
"357",3.29583686600433,"No","Travel_Rarely",6.73578001424233,"Research & Development",1.94591014905531,"Bachelor","Other","High","Female",3.85014760171006,"Medium","1","Research Scientist","Medium","Married",7.77022320415879,10.0562515570878,0.693147180559945,"No",2.99573227355399,"Excellent","High",1.79175946922805,1.38629436111989,"Good",1.79175946922805,1.6094379124341,1.6094379124341,1.38629436111989,"Low",7.87943845793303,2641.38833080805
"361",3.97029191355212,"No","Travel_Rarely",6.5510803350434,"Research & Development",0.693147180559945,"Master","Life Sciences","High","Male",4.18965474202643,"Medium","5","Manager","High","Married",9.90348755253613,8.64453043987743,0,"No",2.70805020110221,"Excellent","Low",3.55534806148941,1.79175946922805,"Better",3.52636052461616,2.94443897916644,2.484906649788,2.30258509299405,"Very High",9.92728660291048,20480.6901562823
"362",3.40119738166216,"Yes","Travel_Frequently",6.61606518513282,"Sales",3.2188758248682,"Bachelor","Technical Degree","High","Male",3.8286413964891,"Very High","1","Sales Representative","Low","Single",6.99576615630485,9.27265767804104,0.693147180559945,"No",2.89037175789616,"Excellent","Very High",0.693147180559945,1.38629436111989,"Better",0.693147180559945,0,0,0,"Low",7.80995576602631,2464.02139518241
"375",3.04452243772342,"No","Travel_Rarely",6.59030104819669,"Sales",2.30258509299405,"Below College","Life Sciences","Very High","Male",4.00733318523247,"High","1","Sales Representative","Low","Single",7.91169052070834,9.95622230751999,0.693147180559945,"No",2.484906649788,"Excellent","Low",1.09861228866811,1.38629436111989,"Better",1.09861228866811,1.09861228866811,0,1.09861228866811,"Low",7.84357849116777,2548.31121822935
"376",3.93182563272433,"No","Travel_Frequently",5.8111409929767,"Research & Development",3.13549421592915,"Doctor","Medical","High","Male",4.48863636973214,"Low","4","Research Director","Very High","Single",9.57581647186798,10.1044263938621,0.693147180559945,"Yes",2.63905732961526,"Excellent","Very High",3.49650756146648,1.09861228866811,"Better",3.49650756146648,1.94591014905531,2.63905732961526,2.30258509299405,"Very High",9.78952277301416,17844.7876437514
"381",3.87120101090789,"No","Travel_Rarely",7.30182234213793,"Research & Development",1.79175946922805,"Doctor","Life Sciences","Very High","Male",3.76120011569356,"High","5","Research Director","High","Married",9.81471098214528,9.70357212734113,1.6094379124341,"No",2.484906649788,"Excellent","Medium",3.09104245335832,1.09861228866811,"Better",1.38629436111989,1.09861228866811,0.693147180559945,0.693147180559945,"Very High",9.79672774746113,17973.8304043721
"390",3.09104245335832,"Yes","Travel_Frequently",6.62936325343745,"Sales",0.693147180559945,"Below College","Technical Degree","Low","Female",4.60517018598809,"Medium","1","Sales Representative","Medium","Single",7.68478394352278,9.12161844191538,0.693147180559945,"Yes",2.484906649788,"Excellent","High",1.38629436111989,1.38629436111989,"Better",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Low",7.87414101230801,2627.42743350122
"400",3.80666248977032,"No","Travel_Frequently",7.08506429395255,"Research & Development",1.09861228866811,"Below College","Medical","Medium","Male",4.46590811865458,"High","3","Manufacturing Director","High","Single",9.23112291115871,9.88938862815663,1.79175946922805,"Yes",2.94443897916644,"Excellent","Medium",2.83321334405622,1.09861228866811,"Good",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Very High",9.21800633494965,10075.95421696
"402",3.76120011569356,"No","Non-Travel",6.83195356556585,"Research & Development",3.09104245335832,"College","Medical","High","Female",3.61091791264422,"High","2","Manufacturing Director","High","Divorced",8.56902634005625,9.70747266861017,1.09861228866811,"No",2.83321334405622,"Excellent","Medium",2.484906649788,1.79175946922805,"Better",1.79175946922805,1.38629436111989,0,1.09861228866811,"Average",8.59775969307155,5418.50462725643
"407",3.46573590279973,"No","Travel_Rarely",5.28320372873799,"Sales",3.40119738166216,"Master","Marketing","Low","Female",4.52178857704904,"Medium","2","Sales Executive","Very High","Married",8.60685106334677,9.5032338414785,0.693147180559945,"No",2.70805020110221,"Excellent","Low",2.63905732961526,1.38629436111989,"Better",2.56494935746154,2.07944154167984,1.79175946922805,2.07944154167984,"Average",8.69341898339417,5962.53665998614
"420",3.40119738166216,"No","Travel_Rarely",6.89467003943348,"Research & Development",1.38629436111989,"Master","Medical","Medium","Male",4.54329478227,"Medium","3","Research Director","High","Married",9.38731432244354,9.97706324019445,0.693147180559945,"No",2.94443897916644,"Excellent","High",2.39789527279837,1.09861228866811,"Better",2.39789527279837,1.09861228866811,0,2.07944154167984,"Very High",9.4624543616394,12866.4270429294
"422",3.63758615972639,"No","Non-Travel",6.96979066990159,"Research & Development",3.25809653802148,"Doctor","Medical","Medium","Female",4.29045944114839,"High","2","Research Scientist","High","Married",8.40065937516029,10.0802520306635,1.38629436111989,"Yes",2.77258872223978,"Excellent","Low",2.77258872223978,1.09861228866811,"Better",2.63905732961526,2.484906649788,2.39789527279837,2.07944154167984,"Average",8.33586916271314,4169.82510744781
"423",3.46573590279973,"Yes","Travel_Rarely",5.52146091786225,"Sales",1.94591014905531,"Master","Life Sciences","Medium","Male",4.34380542185368,"Low","2","Sales Executive","High","Married",8.7279402223939,9.93981948178352,1.6094379124341,"Yes",2.94443897916644,"Excellent","Medium",2.56494935746154,1.38629436111989,"Good",2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,"High",8.7378237671098,6233.31362037078
"424",2.94443897916644,"No","Non-Travel",7.02553831463852,"Research & Development",0.693147180559945,"Bachelor","Life Sciences","Very High","Female",4.58496747867057,"High","1","Laboratory Technician","Very High","Single",7.38523092306657,9.86817120740856,0.693147180559945,"No",2.77258872223978,"Excellent","High",0,1.79175946922805,"Best",0,0,0,0,"Low",7.45168347604168,1721.76093226915
"430",3.55534806148941,"No","Travel_Rarely",6.15485809401642,"Research & Development",1.09861228866811,"Master","Life Sciences","Very High","Male",4.44265125649032,"Medium","2","Manufacturing Director","Low","Married",8.69249013327323,10.0727238697814,1.94591014905531,"No",2.63905732961526,"Excellent","Medium",2.63905732961526,1.38629436111989,"Better",2.484906649788,2.30258509299405,1.79175946922805,2.30258509299405,"Average",8.764563665583,6402.26736966117
"434",3.40119738166216,"No","Travel_Rarely",6.3818160174061,"Research & Development",1.6094379124341,"Bachelor","Technical Degree","Very High","Female",4.52178857704904,"Medium","1","Research Scientist","Low","Divorced",7.65444322647011,9.21114005214675,0.693147180559945,"No",2.63905732961526,"Excellent","High",0.693147180559945,1.09861228866811,"Better",0.693147180559945,0,0,0,"Low",7.71103961468247,2231.86236846854
